join_key,experiment,experiment_date,model.loss,model.model_architecture,model.pos_weight,model.alpha,model.lr,dataloader.batch_size,training.max_epochs,threshold,TN,FP,FN,TP,precision,recall,TPR,FPR,f1score,accuracy,prevalence,fp_per_mneg,metrics_path,config_path
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.97,89462109,487,189604,1048,0.6827361583709717,0.005496926140040159,0.005496926140040159,5.443615918920841e-06,0.010906044246235142,0.9978797087195324,0.0021265487224735014,5.443615787764531,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.9600000000000001,89461979,617,189315,1337,0.6842374801635742,0.007012777030467987,0.007012777030467987,6.896737431816291e-06,0.01388326393903804,0.9978814822191383,0.0021265487224735014,6.896737045278678,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.9500000000000001,89461854,742,189103,1549,0.6761239767074585,0.008124751038849354,0.008124751038849354,8.293969585793093e-06,0.016056555925907663,0.9978824526245831,0.0021265487224735014,8.293969023657663,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.9400000000000001,89461720,876,188903,1749,0.6662856936454773,0.009173782542347908,0.009173782542347908,9.7918018582277e-06,0.018098376823664195,0.9978831887942309,0.0021265487224735014,9.791801704479937,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.93,89461541,1055,188701,1951,0.6490352749824524,0.010233304463326931,0.010233304463326931,1.1792638360930141e-05,0.02014892195201545,0.9978834453381991,0.0021265487224735014,11.792637897518645,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.92,89461413,1183,188548,2104,0.6400973796844482,0.011035813950002193,0.011035813950002193,1.322340358456131e-05,0.0216975441004694,0.9978837241903383,0.0021265487224735014,13.223403443378729,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.91,89461276,1320,188356,2296,0.6349557638168335,0.012042884714901447,0.012042884714901447,1.475477074563969e-05,0.02363744987740342,0.9978843376650448,0.0021265487224735014,14.754769691682098,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.9,89461151,1445,188189,2463,0.6302456259727478,0.012918826192617416,0.012918826192617416,1.615200199012179e-05,0.025318668260309513,0.9978848061366388,0.0021265487224735014,16.152001670061082,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.89,89461029,1567,188049,2603,0.624220609664917,0.013653147965669632,0.013653147965669632,1.751570016494952e-05,0.026721827775555925,0.9978850069101791,0.0021265487224735014,17.515700080958975,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.88,89460887,1709,187903,2749,0.6166442632675171,0.014418940991163254,0.014418940991163254,1.9102955775451846e-05,0.02817897536915809,0.9978850515265214,0.0021265487224735014,19.1029556083975,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.87,89460758,1838,187754,2898,0.6119087934494019,0.015200469642877579,0.015200469642877579,2.0544899598462507e-05,0.029664052459288225,0.9978852746082328,0.0021265487224735014,20.544899010084617,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.86,89460618,1978,187618,3034,0.6053471565246582,0.015913812443614006,0.015913812443614006,2.2109799829195254e-05,0.03101234937777151,0.9978852299918906,0.0021265487224735014,22.10979882586908,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.85,89460510,2086,187454,3198,0.6052232980728149,0.016774017363786697,0.016774017363786697,2.3317008526646532e-05,0.03264331166354179,0.9978858546206826,0.0021265487224735014,23.317007255188525,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.8400000000000001,89460367,2229,187274,3378,0.6024612188339233,0.01771814562380314,0.01771814562380314,2.4915441827033646e-05,0.034423898051903,0.9978862673218487,0.0021265487224735014,24.915440638454086,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.8300000000000001,89460220,2376,187105,3547,0.5988519191741943,0.01860457845032215,0.01860457845032215,2.6558585886959918e-05,0.03608800799170634,0.9978865127117313,0.0021265487224735014,26.558585445027777,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.8200000000000001,89460065,2531,186956,3696,0.5935442447662354,0.019386107102036476,0.019386107102036476,2.829115510394331e-05,0.03754590473048892,0.9978864457872179,0.0021265487224735014,28.29115309821772,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.81,89459937,2659,186814,3838,0.5907341837882996,0.02013091929256916,0.02013091929256916,2.972191941807978e-05,0.03893501893372902,0.9978866019444159,0.0021265487224735014,29.7219186440778,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.8,89459800,2796,186655,3997,0.5883998274803162,0.02096490003168583,0.02096490003168583,3.125328657915816e-05,0.040487225482026455,0.9978868473342984,0.0021265487224735014,31.25328489238117,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.79,89459671,2925,186477,4175,0.5880281925201416,0.021898537874221802,0.021898537874221802,3.2695228583179414e-05,0.042224605033088454,0.9978873938844915,0.0021265487224735014,32.695228294068286,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.78,89459523,3073,186343,4309,0.5837171673774719,0.02260138839483261,0.02260138839483261,3.434955215197988e-05,0.04351777885413805,0.9978872377272935,0.0021265487224735014,34.349550956469,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.77,89459367,3229,186199,4453,0.5796667337417603,0.023356691002845764,0.023356691002845764,3.609329723985866e-05,0.04490404925934436,0.9978871038782666,0.0021265487224735014,36.09329646548598,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.76,89459224,3372,186070,4582,0.5760623812675476,0.02403331734240055,0.02403331734240055,3.769173054024577e-05,0.046141607247282466,0.9978869477210687,0.0021265487224735014,37.69172984875154,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.75,89459037,3559,185954,4698,0.5689717531204224,0.02464175596833229,0.02464175596833229,3.978198947152123e-05,0.04723768202239943,0.997886155780993,0.0021265487224735014,39.7819888884065,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.74,89458866,3730,185832,4820,0.5637426972389221,0.025281665846705437,0.025281665846705437,4.169340536464006e-05,0.04839308995795466,0.9978856092307999,0.0021265487224735014,41.69340223482896,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.73,89458679,3917,185724,4928,0.5571509599685669,0.0258481428027153,0.0258481428027153,4.3783664295915514e-05,0.04940425296533346,0.9978847280580397,0.0021265487224735014,43.78366127448392,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.72,89458501,4095,185605,5047,0.5520673990249634,0.026472315192222595,0.026472315192222595,4.5773322199238464e-05,0.05052203620667262,0.9978840699669911,0.0021265487224735014,45.77331961169559,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.7100000000000001,89458309,4287,185481,5171,0.5467329025268555,0.02712271548807621,0.02712271548807621,4.791947139892727e-05,0.05168157459014423,0.9978833114891722,0.0021265487224735014,47.91946793048572,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.7000000000000001,89458124,4472,185365,5287,0.5417563319206238,0.02773115411400795,0.02773115411400795,4.998737495043315e-05,0.05276157492885401,0.9978825418572677,0.0021265487224735014,49.98737125848662,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.6900000000000001,89457955,4641,185240,5412,0.5383467674255371,0.0283867996186018,0.0283867996186018,5.187643182580359e-05,0.05392989828336935,0.9978820510775025,0.0021265487224735014,51.87642889325501,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.68,89457767,4829,185107,5545,0.5345093607902527,0.029084404930472374,0.029084404930472374,5.3977866627974436e-05,0.05516699308577889,0.997881437602796,0.0021265487224735014,53.977865788737006,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.67,89457581,5015,184977,5675,0.5308699607849121,0.029766276478767395,0.029766276478767395,5.605694968835451e-05,0.05637174687145334,0.997880812974004,0.0021265487224735014,56.05694697256494,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.66,89457417,5179,184844,5808,0.5286247134208679,0.03046388179063797,0.03046388179063797,5.78901162953116e-05,0.05760790300210287,0.9978804671973512,0.0021265487224735014,57.89011532819816,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.65,89457214,5382,184710,5942,0.5247262716293335,0.03116673231124878,0.03116673231124878,6.015922190272249e-05,0.058838672653268656,0.9978796975654468,0.0021265487224735014,60.15922006108564,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.64,89457036,5560,184590,6062,0.5215969681739807,0.031796153634786606,0.031796153634786606,6.214887980604544e-05,0.059938501878344236,0.9978790506284837,0.0021265487224735014,62.14887839829731,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.63,89456852,5744,184463,6189,0.5186457633972168,0.032462287694215775,0.032462287694215775,6.420560384867713e-05,0.06110027951666901,0.997878414845606,0.0021265487224735014,64.2056038704712,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.62,89456656,5940,184331,6321,0.5155370831489563,0.033154647797346115,0.033154647797346115,6.63964674458839e-05,0.06230256245632225,0.9978777009841294,0.0021265487224735014,66.39646361256945,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.61,89456454,6142,184206,6446,0.5120750069618225,0.033810291439294815,0.033810291439294815,6.86543935444206e-05,0.06343239239037438,0.9978768421195404,0.0021265487224735014,68.65439048962988,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.6,89456237,6359,184069,6583,0.508653998374939,0.034528881311416626,0.034528881311416626,7.107998681021854e-05,0.06466792012519665,0.9978759497926947,0.0021265487224735014,71.07998520409579,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.59,89456034,6562,183949,6703,0.5053147673606873,0.035158298909664154,0.035158298909664154,7.334909605560824e-05,0.06574243470422138,0.9978750240035922,0.0021265487224735014,73.34908993698326,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.5800000000000001,89455832,6764,183822,6830,0.5024275183677673,0.03582443296909332,0.03582443296909332,7.560702215414494e-05,0.06688013265493706,0.9978741874471743,0.0021265487224735014,75.60701681404372,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.5700000000000001,89455592,7004,183680,6972,0.4988551735877991,0.03656924515962601,0.03656924515962601,7.828970410628244e-05,0.06814316457496362,0.9978730943467882,0.0021265487224735014,78.28970221253137,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.56,89455377,7219,183561,7091,0.49552759528160095,0.0371934212744236,0.0371934212744236,8.069294563028961e-05,0.06919331519360998,0.9978720235545733,0.0021265487224735014,80.69294121534323,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.55,89455132,7464,183449,7203,0.4911024868488312,0.03778087720274925,0.03778087720274925,8.343152148881927e-05,0.07016398703662355,0.9978705400611922,0.0021265487224735014,83.43151589296603,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.54,89454904,7692,183328,7324,0.4877464175224304,0.03841554373502731,0.03841554373502731,8.59800711623393e-05,0.07122158275811788,0.997869346574036,0.0021265487224735014,85.98006702152931,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.53,89454673,7923,183197,7455,0.48478347063064575,0.03910265862941742,0.03910265862941742,8.85621557245031e-05,0.07236810254178044,0.9978682311654788,0.0021265487224735014,88.56215171757368,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.52,89454405,8191,183047,7605,0.48145100474357605,0.03988943248987198,0.03988943248987198,9.155782026937231e-05,0.07367472760337714,0.9978669149833813,0.0021265487224735014,91.55781707921822,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.51,89454129,8467,182910,7742,0.4776358902454376,0.04060801863670349,0.04060801863670349,9.464290633331984e-05,0.07485219527030154,0.9978653645654868,0.0021265487224735014,94.64290528747902,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.5,89453829,8767,182767,7885,0.47351670265197754,0.04135807603597641,0.04135807603597641,9.799626423045993e-05,0.07607185515083963,0.9978636133740519,0.0021265487224735014,97.9962620355886,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.49,89453547,9049,182653,7999,0.4692046046257019,0.04195602610707283,0.04195602610707283,0.000101148420071695,0.07702455728256657,0.9978617394876759,0.0021265487224735014,101.14841737881159,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.48000000000000004,89453258,9338,182527,8125,0.46526941657066345,0.042616914957761765,0.042616914957761765,0.000104378821561113,0.07808183023460497,0.9978599213717276,0.0021265487224735014,104.3788177128238,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.47000000000000003,89452955,9641,182391,8261,0.461456835269928,0.04333025589585304,0.04333025589585304,0.00010776571434689686,0.0792216881416635,0.9978580586394371,0.0021265487224735014,107.76570802841447,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.46,89452657,9939,182265,8387,0.45765578746795654,0.04399114474654198,0.04399114474654198,0.00011109671322628856,0.08026681993935517,0.9978561401367188,0.0021265487224735014,111.09670906486997,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.45,89452328,10268,182127,8525,0.4536263644695282,0.04471497982740402,0.04471497982740402,0.00011477422958705574,0.08140562274659516,0.9978540097063745,0.0021265487224735014,114.77422363196347,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
2025-10-13-05-48-42-1535033,2025-10-13_05-48-42_1535033,2025-10-13_05-48-42_1535033,BCEWithLogitsLoss,deeplabv3_resnet50,5,0.5,0.0001,8,150,0.44,89451985,10611,181988,8664,0.4494941532611847,0.045444056391716,0.045444056391716,0.00011860822996823117,0.08254298112434366,0.9978517342729178,0.0021265487224735014,118.6082281806354,evaluation_outputs_v2/2025-10-13_05-48-42_1535033/test_metrics.json,experiments_v2/2025-10-13_05-48-42_1535033/.hydra/config.yaml
